[14:30:48.393] Namespace(root_path='./datasets/lits17/train_npz', dataset='lits17', list_dir='./lists/lits17', stage=2, num_classes_old=12, num_classes_new=3, num_classes_lits17=3, output_dir='./simple_finetuning_lits17', max_iterations=10000, max_epochs=15, batch_size=32, n_gpu=1, deterministic=1, base_lr=0.001, img_size=224, seed=1234, cfg='configs/finetune.yaml', pretrained_path='./debug_simple/continual_surgical_tpgm_final.pth', data_fraction=0.5, kd_temperature=3.0, kd_weight=0.2, freeze_old_classes=False, auto_tune='none', gradient_batches=5, tpgm_norm_mode='l2', tpgm_lr=0.01, tpgm_iters=200, tpgm_exclude=[], tpgm_frequency=5, tpgm_start_epoch=10, disable_tpgm=True, tpgm_data_fraction=0.1, opts=None, zip=False, cache_mode='part', resume=None, accumulation_steps=None, use_checkpoint=False, amp_opt_level='O1', tag=None, eval=False, throughput=False)
[14:30:48.397] Stage 2: Using 7421/14843 samples (50.0%) for continual learning
[14:30:48.397] Old classes: 12, New classes: 3, Total: 14
[04:54:43.829] iteration 1610 : loss : 84.262085, loss_ce: 0.015389, loss_kd: 418.789978
[04:54:49.527] iteration 1620 : loss : 98.725876, loss_ce: 0.028304, loss_kd: 491.104980
[04:54:55.246] iteration 1630 : loss : 92.395775, loss_ce: 0.029204, loss_kd: 459.462250
[04:55:00.949] iteration 1640 : loss : 44.277599, loss_ce: 0.011398, loss_kd: 218.895889
[04:55:06.669] iteration 1650 : loss : 62.973248, loss_ce: 0.021165, loss_kd: 312.347412
[04:55:12.375] iteration 1660 : loss : 57.741978, loss_ce: 0.023853, loss_kd: 286.188019
[04:55:18.094] iteration 1670 : loss : 43.123421, loss_ce: 0.022530, loss_kd: 213.092789
[04:55:34.418] iteration 1680 : loss : 50.165661, loss_ce: 0.017063, loss_kd: 248.299652
[04:55:40.105] iteration 1690 : loss : 36.951466, loss_ce: 0.041398, loss_kd: 182.252426
[04:55:45.782] iteration 1700 : loss : 45.086002, loss_ce: 0.014883, loss_kd: 222.900497
[04:55:51.473] iteration 1710 : loss : 48.743576, loss_ce: 0.010307, loss_kd: 241.222183
[04:55:57.156] iteration 1720 : loss : 46.450935, loss_ce: 0.016831, loss_kd: 229.721130
[04:56:02.852] iteration 1730 : loss : 80.386772, loss_ce: 0.018489, loss_kd: 399.427521
[04:56:08.539] iteration 1740 : loss : 53.808765, loss_ce: 0.026405, loss_kd: 266.479401
[04:56:14.238] iteration 1750 : loss : 51.210262, loss_ce: 0.017896, loss_kd: 253.515839
[04:56:19.934] iteration 1760 : loss : 49.552582, loss_ce: 0.031991, loss_kd: 245.201172
[04:56:25.643] iteration 1770 : loss : 43.936996, loss_ce: 0.012157, loss_kd: 217.205750
[04:56:31.343] iteration 1780 : loss : 49.700520, loss_ce: 0.024682, loss_kd: 245.995605
[04:56:37.051] iteration 1790 : loss : 49.984779, loss_ce: 0.015304, loss_kd: 247.432068
[04:56:42.749] iteration 1800 : loss : 39.746712, loss_ce: 0.020186, loss_kd: 196.213486
[04:56:48.468] iteration 1810 : loss : 51.734856, loss_ce: 0.026928, loss_kd: 256.147888
[04:56:54.172] iteration 1820 : loss : 54.400604, loss_ce: 0.016351, loss_kd: 269.476776
[04:56:59.885] iteration 1830 : loss : 86.417542, loss_ce: 0.033258, loss_kd: 429.568970
[04:57:05.589] iteration 1840 : loss : 118.461365, loss_ce: 0.025107, loss_kd: 589.822876
[04:57:11.299] iteration 1850 : loss : 109.291016, loss_ce: 0.022340, loss_kd: 543.954590
[04:57:17.016] iteration 1860 : loss : 111.313087, loss_ce: 0.028730, loss_kd: 554.055542
[04:57:22.733] iteration 1870 : loss : 105.788704, loss_ce: 0.031461, loss_kd: 526.426208
[04:57:28.438] iteration 1880 : loss : 75.924225, loss_ce: 0.032527, loss_kd: 377.101349
[04:57:44.755] iteration 1890 : loss : 79.227699, loss_ce: 0.014786, loss_kd: 393.648193
[04:57:50.431] iteration 1900 : loss : 52.310310, loss_ce: 0.021486, loss_kd: 259.050293
[04:57:56.119] iteration 1910 : loss : 65.662071, loss_ce: 0.021777, loss_kd: 325.819244
[04:58:01.795] iteration 1920 : loss : 105.839951, loss_ce: 0.023308, loss_kd: 526.652466
[04:58:07.483] iteration 1930 : loss : 75.208855, loss_ce: 0.023084, loss_kd: 373.510986
[04:58:13.165] iteration 1940 : loss : 46.078690, loss_ce: 0.021089, loss_kd: 227.902771
[04:58:18.865] iteration 1950 : loss : 61.067352, loss_ce: 0.014816, loss_kd: 302.833252
[04:58:24.555] iteration 1960 : loss : 56.955799, loss_ce: 0.025285, loss_kd: 282.267151
[04:58:30.260] iteration 1970 : loss : 55.564434, loss_ce: 0.016717, loss_kd: 275.292053
[04:58:35.953] iteration 1980 : loss : 78.017365, loss_ce: 0.034496, loss_kd: 387.525421
[04:58:41.663] iteration 1990 : loss : 75.912773, loss_ce: 0.021903, loss_kd: 377.054596
[04:58:47.363] iteration 2000 : loss : 60.643936, loss_ce: 0.049412, loss_kd: 300.656525
[04:58:53.079] iteration 2010 : loss : 50.824501, loss_ce: 0.016796, loss_kd: 251.577713
[04:58:58.778] iteration 2020 : loss : 40.161114, loss_ce: 0.028924, loss_kd: 198.284378
[04:59:04.492] iteration 2030 : loss : 52.230938, loss_ce: 0.027228, loss_kd: 258.645782
[04:59:10.196] iteration 2040 : loss : 48.123299, loss_ce: 0.029568, loss_kd: 238.098236
[04:59:15.917] iteration 2050 : loss : 42.089779, loss_ce: 0.023131, loss_kd: 207.938568
[04:59:21.628] iteration 2060 : loss : 48.808338, loss_ce: 0.011041, loss_kd: 241.480560
[04:59:27.353] iteration 2070 : loss : 74.569115, loss_ce: 0.019364, loss_kd: 370.339294
[04:59:33.064] iteration 2080 : loss : 53.917690, loss_ce: 0.016039, loss_kd: 267.061676
[04:59:38.619] iteration 2090 : loss : 59.588085, loss_ce: 0.031864, loss_kd: 295.458160
[04:59:39.355] save model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_epoch_9.pth
[04:59:55.280] iteration 2100 : loss : 67.771027, loss_ce: 0.021560, loss_kd: 336.342499
[05:00:00.969] iteration 2110 : loss : 54.894737, loss_ce: 0.015773, loss_kd: 271.987640
[05:00:06.646] iteration 2120 : loss : 87.595512, loss_ce: 0.017736, loss_kd: 435.494263
[05:00:12.337] iteration 2130 : loss : 66.985901, loss_ce: 0.015156, loss_kd: 332.391724
[05:00:18.020] iteration 2140 : loss : 104.430679, loss_ce: 0.013213, loss_kd: 519.626709
[05:00:23.720] iteration 2150 : loss : 83.165871, loss_ce: 0.016051, loss_kd: 413.334656
[05:00:29.409] iteration 2160 : loss : 76.085846, loss_ce: 0.023098, loss_kd: 377.925293
[05:00:35.113] iteration 2170 : loss : 69.610901, loss_ce: 0.017171, loss_kd: 345.543610
[05:00:40.805] iteration 2180 : loss : 68.794670, loss_ce: 0.031358, loss_kd: 341.456177
[05:00:46.519] iteration 2190 : loss : 53.372894, loss_ce: 0.025140, loss_kd: 264.343323
[05:00:52.215] iteration 2200 : loss : 72.275803, loss_ce: 0.016984, loss_kd: 358.905884
[05:00:57.933] iteration 2210 : loss : 53.088615, loss_ce: 0.021540, loss_kd: 262.971191
[05:01:03.635] iteration 2220 : loss : 119.734276, loss_ce: 0.017273, loss_kd: 596.173950
[05:01:09.342] iteration 2230 : loss : 218.667709, loss_ce: 0.027915, loss_kd: 1090.785767
[05:01:15.040] iteration 2240 : loss : 92.607376, loss_ce: 0.032571, loss_kd: 460.499146
[05:01:20.752] iteration 2250 : loss : 69.965401, loss_ce: 0.030964, loss_kd: 347.325958
[05:01:26.464] iteration 2260 : loss : 47.799690, loss_ce: 0.021302, loss_kd: 236.491745
[05:01:32.188] iteration 2270 : loss : 58.759769, loss_ce: 0.037197, loss_kd: 291.293274
[05:01:37.898] iteration 2280 : loss : 47.884979, loss_ce: 0.011668, loss_kd: 236.912415
[05:01:43.617] iteration 2290 : loss : 58.357021, loss_ce: 0.009882, loss_kd: 289.324951
[05:01:59.752] iteration 2300 : loss : 150.321793, loss_ce: 0.025298, loss_kd: 749.097229
[05:02:05.437] iteration 2310 : loss : 74.440895, loss_ce: 0.038392, loss_kd: 369.685974
[05:02:11.117] iteration 2320 : loss : 70.409782, loss_ce: 0.017447, loss_kd: 349.553223
[05:02:16.817] iteration 2330 : loss : 62.386047, loss_ce: 0.030203, loss_kd: 309.421356
[05:02:22.502] iteration 2340 : loss : 65.703125, loss_ce: 0.024613, loss_kd: 325.981750
[05:02:28.205] iteration 2350 : loss : 78.976768, loss_ce: 0.024643, loss_kd: 392.393768
[05:02:33.900] iteration 2360 : loss : 85.017113, loss_ce: 0.018168, loss_kd: 422.621552
[05:02:39.606] iteration 2370 : loss : 114.589996, loss_ce: 0.030043, loss_kd: 570.444580
[05:02:45.309] iteration 2380 : loss : 80.133789, loss_ce: 0.012302, loss_kd: 398.172882
[05:02:51.021] iteration 2390 : loss : 98.286079, loss_ce: 0.033587, loss_kd: 488.905823
[05:02:56.723] iteration 2400 : loss : 87.679405, loss_ce: 0.030989, loss_kd: 435.882782
[05:03:02.438] iteration 2410 : loss : 69.143837, loss_ce: 0.022116, loss_kd: 343.168671
[05:03:08.142] iteration 2420 : loss : 68.010208, loss_ce: 0.021157, loss_kd: 337.547791
[05:03:13.852] iteration 2430 : loss : 59.364380, loss_ce: 0.018369, loss_kd: 294.291901
[05:03:19.562] iteration 2440 : loss : 84.385536, loss_ce: 0.021610, loss_kd: 419.418945
[05:03:25.279] iteration 2450 : loss : 62.744900, loss_ce: 0.021316, loss_kd: 311.197205
[05:03:30.986] iteration 2460 : loss : 56.695225, loss_ce: 0.022838, loss_kd: 280.985657
[05:03:36.708] iteration 2470 : loss : 65.600410, loss_ce: 0.044916, loss_kd: 325.468506
[05:03:42.416] iteration 2480 : loss : 66.683746, loss_ce: 0.016243, loss_kd: 330.877777
[05:03:48.131] iteration 2490 : loss : 156.691406, loss_ce: 0.009286, loss_kd: 780.950806
[05:03:53.844] iteration 2500 : loss : 126.872093, loss_ce: 0.026533, loss_kd: 631.859619
[05:04:10.456] iteration 2510 : loss : 91.889061, loss_ce: 0.014203, loss_kd: 456.965881
[05:04:16.129] iteration 2520 : loss : 81.918495, loss_ce: 0.029454, loss_kd: 407.075867
[05:04:21.820] iteration 2530 : loss : 58.456081, loss_ce: 0.016276, loss_kd: 289.786285
[05:04:27.500] iteration 2540 : loss : 50.650597, loss_ce: 0.024693, loss_kd: 250.729767
[05:04:33.191] iteration 2550 : loss : 90.131477, loss_ce: 0.018836, loss_kd: 448.125671
[05:04:38.880] iteration 2560 : loss : 95.498688, loss_ce: 0.022740, loss_kd: 474.953278
[05:04:44.580] iteration 2570 : loss : 64.393089, loss_ce: 0.017393, loss_kd: 319.495605
[05:04:50.274] iteration 2580 : loss : 58.338787, loss_ce: 0.018346, loss_kd: 289.205566
[05:04:55.978] iteration 2590 : loss : 55.831215, loss_ce: 0.011670, loss_kd: 276.682404
[05:05:01.675] iteration 2600 : loss : 73.708244, loss_ce: 0.031456, loss_kd: 366.058685
[05:05:07.387] iteration 2610 : loss : 91.974243, loss_ce: 0.021218, loss_kd: 457.368317
[05:05:13.084] iteration 2620 : loss : 94.756676, loss_ce: 0.027559, loss_kd: 471.299835
[05:05:18.796] iteration 2630 : loss : 100.229630, loss_ce: 0.015310, loss_kd: 498.692627
[05:05:24.492] iteration 2640 : loss : 72.980644, loss_ce: 0.023622, loss_kd: 362.379822
[05:05:30.207] iteration 2650 : loss : 68.694260, loss_ce: 0.019124, loss_kd: 340.967010
[05:05:35.912] iteration 2660 : loss : 59.123131, loss_ce: 0.021090, loss_kd: 293.075195
[05:05:41.628] iteration 2670 : loss : 74.030014, loss_ce: 0.027310, loss_kd: 367.622375
[05:05:47.338] iteration 2680 : loss : 49.886848, loss_ce: 0.042141, loss_kd: 246.911499
[05:05:53.064] iteration 2690 : loss : 94.187943, loss_ce: 0.017182, loss_kd: 468.404083
[05:05:58.771] iteration 2700 : loss : 44.250130, loss_ce: 0.013167, loss_kd: 218.792389
[05:06:04.493] iteration 2710 : loss : 57.453049, loss_ce: 0.017699, loss_kd: 284.748657
[05:06:21.412] iteration 2720 : loss : 61.304588, loss_ce: 0.019689, loss_kd: 304.007172
[05:06:27.093] iteration 2730 : loss : 78.533585, loss_ce: 0.021986, loss_kd: 390.158081
[05:06:32.767] iteration 2740 : loss : 80.433105, loss_ce: 0.027812, loss_kd: 399.661804
[05:06:38.459] iteration 2750 : loss : 74.092926, loss_ce: 0.011492, loss_kd: 367.963562
[05:06:44.141] iteration 2760 : loss : 54.460476, loss_ce: 0.018707, loss_kd: 269.767609
[05:06:49.835] iteration 2770 : loss : 79.033173, loss_ce: 0.026180, loss_kd: 392.660492
[05:06:55.531] iteration 2780 : loss : 49.287170, loss_ce: 0.029559, loss_kd: 243.933533
[05:07:01.232] iteration 2790 : loss : 77.912895, loss_ce: 0.021553, loss_kd: 387.066956
[05:07:06.924] iteration 2800 : loss : 105.600296, loss_ce: 0.024231, loss_kd: 525.507507
[05:07:12.633] iteration 2810 : loss : 54.148808, loss_ce: 0.011064, loss_kd: 268.264465
[05:07:18.329] iteration 2820 : loss : 53.017056, loss_ce: 0.010403, loss_kd: 262.597961
[05:07:24.043] iteration 2830 : loss : 84.606918, loss_ce: 0.038317, loss_kd: 420.503357
[05:07:29.743] iteration 2840 : loss : 55.400532, loss_ce: 0.018844, loss_kd: 274.538208
[05:07:35.456] iteration 2850 : loss : 57.214855, loss_ce: 0.021807, loss_kd: 283.549896
[05:07:41.166] iteration 2860 : loss : 60.399441, loss_ce: 0.015018, loss_kd: 299.510437
[05:07:46.880] iteration 2870 : loss : 54.600163, loss_ce: 0.024642, loss_kd: 270.504333
[05:07:52.584] iteration 2880 : loss : 47.990517, loss_ce: 0.014566, loss_kd: 237.442612
[05:07:58.303] iteration 2890 : loss : 59.082870, loss_ce: 0.021873, loss_kd: 292.874146
[05:08:04.015] iteration 2900 : loss : 42.470600, loss_ce: 0.028407, loss_kd: 209.865219
[05:08:09.744] iteration 2910 : loss : 37.881950, loss_ce: 0.009378, loss_kd: 186.915039
[05:08:15.457] iteration 2920 : loss : 74.633064, loss_ce: 0.013367, loss_kd: 370.664398
[05:08:31.930] iteration 2930 : loss : 71.449387, loss_ce: 0.021297, loss_kd: 354.737976
[05:08:37.603] iteration 2940 : loss : 50.187946, loss_ce: 0.016186, loss_kd: 248.432571
[05:08:43.291] iteration 2950 : loss : 50.364471, loss_ce: 0.012385, loss_kd: 249.293549
[05:08:48.969] iteration 2960 : loss : 48.294815, loss_ce: 0.027273, loss_kd: 238.975204
[05:08:54.665] iteration 2970 : loss : 47.456310, loss_ce: 0.019369, loss_kd: 234.790253
[05:09:00.352] iteration 2980 : loss : 48.297249, loss_ce: 0.015775, loss_kd: 239.004044
[05:09:06.049] iteration 2990 : loss : 67.047157, loss_ce: 0.012586, loss_kd: 332.735901
[05:09:11.743] iteration 3000 : loss : 44.611076, loss_ce: 0.022417, loss_kd: 220.568176
[05:09:17.455] iteration 3010 : loss : 49.716858, loss_ce: 0.020481, loss_kd: 246.078644
[05:09:23.153] iteration 3020 : loss : 75.779411, loss_ce: 0.027263, loss_kd: 376.398804
[05:09:28.857] iteration 3030 : loss : 57.020222, loss_ce: 0.016449, loss_kd: 282.606781
[05:09:34.559] iteration 3040 : loss : 43.727947, loss_ce: 0.015558, loss_kd: 216.133652
[05:09:40.270] iteration 3050 : loss : 50.660519, loss_ce: 0.026555, loss_kd: 250.790268
[05:09:45.973] iteration 3060 : loss : 77.356400, loss_ce: 0.014469, loss_kd: 384.313873
[05:09:51.694] iteration 3070 : loss : 65.412415, loss_ce: 0.010578, loss_kd: 324.559723
[05:09:57.401] iteration 3080 : loss : 100.870392, loss_ce: 0.012470, loss_kd: 501.886230
[05:10:03.120] iteration 3090 : loss : 46.596584, loss_ce: 0.021237, loss_kd: 230.451080
[05:10:08.834] iteration 3100 : loss : 49.854904, loss_ce: 0.016260, loss_kd: 246.773834
[05:10:14.562] iteration 3110 : loss : 45.210922, loss_ce: 0.018277, loss_kd: 223.556519
[05:10:20.278] iteration 3120 : loss : 72.616852, loss_ce: 0.022665, loss_kd: 360.581055
[05:10:26.008] iteration 3130 : loss : 52.104641, loss_ce: 0.011259, loss_kd: 258.087189
[05:10:29.440] save model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_epoch_14.pth
[05:10:43.038] iteration 3140 : loss : 49.669491, loss_ce: 0.014006, loss_kd: 245.867096
[05:10:48.719] iteration 3150 : loss : 53.493843, loss_ce: 0.026020, loss_kd: 264.940979
[05:10:54.398] iteration 3160 : loss : 46.476383, loss_ce: 0.023063, loss_kd: 229.868927
[05:11:00.093] iteration 3170 : loss : 47.792274, loss_ce: 0.016668, loss_kd: 236.440506
[05:11:05.773] iteration 3180 : loss : 48.852139, loss_ce: 0.015194, loss_kd: 241.761154
[05:11:11.466] iteration 3190 : loss : 81.280228, loss_ce: 0.033219, loss_kd: 403.909027
[05:11:17.157] iteration 3200 : loss : 64.710541, loss_ce: 0.022628, loss_kd: 320.999084
[05:11:22.863] iteration 3210 : loss : 58.365017, loss_ce: 0.032518, loss_kd: 289.268951
[05:11:28.552] iteration 3220 : loss : 53.095535, loss_ce: 0.012570, loss_kd: 262.971130
[05:11:34.259] iteration 3230 : loss : 71.116699, loss_ce: 0.010777, loss_kd: 353.119537
[05:11:39.958] iteration 3240 : loss : 80.685379, loss_ce: 0.013112, loss_kd: 400.930664
[05:11:45.666] iteration 3250 : loss : 55.616467, loss_ce: 0.019124, loss_kd: 275.587036
[05:11:51.372] iteration 3260 : loss : 103.425354, loss_ce: 0.019317, loss_kd: 514.647827
[05:11:57.081] iteration 3270 : loss : 74.240883, loss_ce: 0.021301, loss_kd: 368.708496
[05:12:02.787] iteration 3280 : loss : 76.326004, loss_ce: 0.033339, loss_kd: 379.111877
[05:12:08.510] iteration 3290 : loss : 66.109299, loss_ce: 0.022394, loss_kd: 328.005524
[05:12:14.215] iteration 3300 : loss : 57.832855, loss_ce: 0.023724, loss_kd: 286.666504
[05:12:19.940] iteration 3310 : loss : 45.360992, loss_ce: 0.016863, loss_kd: 224.327423
[05:12:25.649] iteration 3320 : loss : 39.271809, loss_ce: 0.031620, loss_kd: 193.870270
[05:12:31.370] iteration 3330 : loss : 56.985195, loss_ce: 0.023494, loss_kd: 282.423279
[05:12:37.090] iteration 3340 : loss : 40.462868, loss_ce: 0.013559, loss_kd: 199.871262
[05:12:53.569] iteration 3350 : loss : 44.834915, loss_ce: 0.035195, loss_kd: 221.664307
[05:12:59.242] iteration 3360 : loss : 40.278206, loss_ce: 0.017967, loss_kd: 198.908356
[05:13:04.928] iteration 3370 : loss : 32.126480, loss_ce: 0.008846, loss_kd: 158.158737
[05:13:10.607] iteration 3380 : loss : 37.702133, loss_ce: 0.014296, loss_kd: 185.932129
[05:13:16.305] iteration 3390 : loss : 34.963829, loss_ce: 0.015859, loss_kd: 172.302567
[05:13:21.988] iteration 3400 : loss : 42.155807, loss_ce: 0.024546, loss_kd: 208.301361
[05:13:27.685] iteration 3410 : loss : 31.762533, loss_ce: 0.015060, loss_kd: 156.343735
[05:13:33.379] iteration 3420 : loss : 36.568035, loss_ce: 0.019043, loss_kd: 180.328812
[05:13:39.089] iteration 3430 : loss : 37.395344, loss_ce: 0.029881, loss_kd: 184.489227
[05:13:44.791] iteration 3440 : loss : 38.605835, loss_ce: 0.025450, loss_kd: 190.534561
[05:13:50.499] iteration 3450 : loss : 37.358334, loss_ce: 0.011460, loss_kd: 184.294022
[05:13:56.199] iteration 3460 : loss : 37.746380, loss_ce: 0.016142, loss_kd: 186.189377
[05:14:01.915] iteration 3470 : loss : 34.029316, loss_ce: 0.013826, loss_kd: 167.655243
[05:14:07.622] iteration 3480 : loss : 37.686577, loss_ce: 0.008789, loss_kd: 186.009232
[05:14:13.342] iteration 3490 : loss : 38.839828, loss_ce: 0.033411, loss_kd: 191.708160
[05:14:19.049] iteration 3500 : loss : 30.508915, loss_ce: 0.021711, loss_kd: 150.036148
[05:14:24.774] iteration 3510 : loss : 36.275059, loss_ce: 0.031594, loss_kd: 178.857788
[05:14:30.479] iteration 3520 : loss : 32.837830, loss_ce: 0.014577, loss_kd: 161.735199
[05:14:36.203] iteration 3530 : loss : 31.974255, loss_ce: 0.010315, loss_kd: 157.392578
[05:14:41.917] iteration 3540 : loss : 56.326275, loss_ce: 0.011107, loss_kd: 279.117584
[05:14:47.643] iteration 3550 : loss : 44.047691, loss_ce: 0.015658, loss_kd: 217.762451
[05:15:04.096] iteration 3560 : loss : 39.388611, loss_ce: 0.018005, loss_kd: 194.423737
[05:15:09.777] iteration 3570 : loss : 41.008553, loss_ce: 0.012992, loss_kd: 202.522400
[05:15:15.452] iteration 3580 : loss : 33.347069, loss_ce: 0.024353, loss_kd: 164.250595
[05:15:21.144] iteration 3590 : loss : 46.578289, loss_ce: 0.012812, loss_kd: 230.386459
[05:15:26.829] iteration 3600 : loss : 38.530807, loss_ce: 0.014377, loss_kd: 190.187851
[05:15:32.524] iteration 3610 : loss : 34.577557, loss_ce: 0.018389, loss_kd: 170.375763
[05:15:38.213] iteration 3620 : loss : 68.367340, loss_ce: 0.036519, loss_kd: 339.302826
[05:15:43.923] iteration 3630 : loss : 84.303459, loss_ce: 0.012922, loss_kd: 418.974335
[05:15:49.618] iteration 3640 : loss : 54.606571, loss_ce: 0.018988, loss_kd: 270.526306
[05:15:55.324] iteration 3650 : loss : 82.280838, loss_ce: 0.025570, loss_kd: 408.914886
[05:16:01.026] iteration 3660 : loss : 52.114716, loss_ce: 0.012287, loss_kd: 258.061035
[05:16:06.737] iteration 3670 : loss : 89.984322, loss_ce: 0.011952, loss_kd: 447.423981
[05:16:12.444] iteration 3680 : loss : 58.768902, loss_ce: 0.018439, loss_kd: 291.350250
[05:16:18.156] iteration 3690 : loss : 114.377419, loss_ce: 0.017862, loss_kd: 569.411377
[05:16:23.862] iteration 3700 : loss : 56.380981, loss_ce: 0.017143, loss_kd: 279.365112
[05:16:29.583] iteration 3710 : loss : 61.523563, loss_ce: 0.019711, loss_kd: 305.117859
[05:16:35.290] iteration 3720 : loss : 81.842499, loss_ce: 0.016333, loss_kd: 406.716187
[05:16:41.010] iteration 3730 : loss : 54.356171, loss_ce: 0.010501, loss_kd: 269.297852
[05:16:46.720] iteration 3740 : loss : 41.899239, loss_ce: 0.022192, loss_kd: 206.973907
[05:16:52.445] iteration 3750 : loss : 55.630657, loss_ce: 0.017297, loss_kd: 275.670410
[05:16:58.160] iteration 3760 : loss : 72.197586, loss_ce: 0.021286, loss_kd: 358.477295
[05:17:14.416] iteration 3770 : loss : 80.945343, loss_ce: 0.011048, loss_kd: 402.241608
[05:17:20.093] iteration 3780 : loss : 63.806610, loss_ce: 0.035715, loss_kd: 316.546631
[05:17:25.781] iteration 3790 : loss : 78.072746, loss_ce: 0.009883, loss_kd: 387.867126
[05:17:31.462] iteration 3800 : loss : 55.966763, loss_ce: 0.008735, loss_kd: 277.330048
[05:17:37.164] iteration 3810 : loss : 40.419861, loss_ce: 0.013236, loss_kd: 199.585266
[05:17:42.855] iteration 3820 : loss : 76.719818, loss_ce: 0.018756, loss_kd: 381.117249
[05:17:48.557] iteration 3830 : loss : 129.013474, loss_ce: 0.026354, loss_kd: 642.500183
[05:17:54.252] iteration 3840 : loss : 73.072037, loss_ce: 0.011390, loss_kd: 362.878052
[05:17:59.962] iteration 3850 : loss : 146.569153, loss_ce: 0.031755, loss_kd: 730.317505
[05:18:05.669] iteration 3860 : loss : 62.739544, loss_ce: 0.012409, loss_kd: 311.237396
[05:18:11.381] iteration 3870 : loss : 56.952995, loss_ce: 0.019536, loss_kd: 282.294495
[05:18:17.085] iteration 3880 : loss : 58.375790, loss_ce: 0.013987, loss_kd: 289.396179
[05:18:22.803] iteration 3890 : loss : 40.473083, loss_ce: 0.012282, loss_kd: 199.884430
[05:18:28.510] iteration 3900 : loss : 51.150272, loss_ce: 0.021637, loss_kd: 253.246078
[05:18:34.230] iteration 3910 : loss : 57.370029, loss_ce: 0.020179, loss_kd: 284.315460
[05:18:39.939] iteration 3920 : loss : 46.010193, loss_ce: 0.019649, loss_kd: 227.591919
[05:18:45.657] iteration 3930 : loss : 66.288910, loss_ce: 0.027804, loss_kd: 328.957458
[05:18:51.372] iteration 3940 : loss : 87.792519, loss_ce: 0.021432, loss_kd: 436.453247
[05:18:57.093] iteration 3950 : loss : 80.899719, loss_ce: 0.024174, loss_kd: 401.992920
[05:19:02.819] iteration 3960 : loss : 91.216064, loss_ce: 0.024555, loss_kd: 453.570496
[05:19:08.547] iteration 3970 : loss : 63.428596, loss_ce: 0.033361, loss_kd: 314.611084
[05:19:24.766] iteration 3980 : loss : 60.836563, loss_ce: 0.016861, loss_kd: 301.701508
[05:19:30.452] iteration 3990 : loss : 63.118568, loss_ce: 0.017470, loss_kd: 313.121765
[05:19:36.132] iteration 4000 : loss : 96.043701, loss_ce: 0.020828, loss_kd: 477.737152
[05:19:41.830] iteration 4010 : loss : 75.486000, loss_ce: 0.018263, loss_kd: 374.894043
[05:19:47.514] iteration 4020 : loss : 55.556946, loss_ce: 0.019972, loss_kd: 275.273621
[05:19:53.214] iteration 4030 : loss : 54.703156, loss_ce: 0.018216, loss_kd: 271.029114
[05:19:58.909] iteration 4040 : loss : 49.696251, loss_ce: 0.012254, loss_kd: 245.998978
[05:20:04.613] iteration 4050 : loss : 46.439701, loss_ce: 0.026002, loss_kd: 229.697525
[05:20:10.310] iteration 4060 : loss : 44.575462, loss_ce: 0.013469, loss_kd: 220.373016
[05:20:16.020] iteration 4070 : loss : 58.060608, loss_ce: 0.028548, loss_kd: 287.755524
[05:20:21.722] iteration 4080 : loss : 49.103493, loss_ce: 0.019291, loss_kd: 243.020462
[05:20:27.438] iteration 4090 : loss : 85.840813, loss_ce: 0.036168, loss_kd: 426.661560
[05:20:33.146] iteration 4100 : loss : 64.611771, loss_ce: 0.015609, loss_kd: 320.510925
[05:20:38.865] iteration 4110 : loss : 158.992920, loss_ce: 0.021672, loss_kd: 792.461182
[05:20:44.578] iteration 4120 : loss : 108.735519, loss_ce: 0.015845, loss_kd: 541.204346
[05:20:50.296] iteration 4130 : loss : 74.077309, loss_ce: 0.019826, loss_kd: 367.921448
[05:20:56.009] iteration 4140 : loss : 50.933182, loss_ce: 0.014207, loss_kd: 252.148438
[05:21:01.731] iteration 4150 : loss : 63.283390, loss_ce: 0.007548, loss_kd: 313.872040
[05:21:07.444] iteration 4160 : loss : 63.467587, loss_ce: 0.015295, loss_kd: 314.860809
[05:21:13.167] iteration 4170 : loss : 50.946903, loss_ce: 0.015762, loss_kd: 252.224960
[05:21:18.717] iteration 4180 : loss : 36.441483, loss_ce: 0.025898, loss_kd: 179.750992
[05:21:19.458] save model to ./simple_finetuning_lits17\continual_surgical_tpgm_stage2_epoch_19.pth
[05:21:35.098] iteration 4190 : loss : 72.688805, loss_ce: 0.023194, loss_kd: 360.921021
[05:21:40.774] iteration 4200 : loss : 51.919304, loss_ce: 0.018839, loss_kd: 257.097778
[05:21:46.466] iteration 4210 : loss : 65.435158, loss_ce: 0.014428, loss_kd: 324.714722
[05:21:52.147] iteration 4220 : loss : 49.546810, loss_ce: 0.013745, loss_kd: 245.214081
[05:21:57.843] iteration 4230 : loss : 31.829308, loss_ce: 0.012101, loss_kd: 156.630386
[05:22:03.530] iteration 4240 : loss : 42.991112, loss_ce: 0.009076, loss_kd: 212.434021
[05:22:09.236] iteration 4250 : loss : 41.919601, loss_ce: 0.019274, loss_kd: 207.115845
[05:22:14.928] iteration 4260 : loss : 36.037678, loss_ce: 0.014645, loss_kd: 177.697571
